期貨商代號,名稱,CPF,GBF,MTX,T5F,TE,TF,TX,GDF,XIF,GTF,TGF,STF,小計,CPF,GBF,MTX,T5F,TE,TF,TX,GDF,XIF,GTF,TGF,STF,小計,總計CPF,總計GBF,總計MTX,總計T5F,總計TE,總計TF,總計TX,總計GDF,總計XIF,總計GTF,總計TGF,總計STF,總計,市佔率
F007000,日盛期貨,0,0,5433.000000000000000,1.000000000000000000,190.0000000000000000,300.0000000000000000,6616.000000000000000,0,0,28.00000000000000000,5.000000000000000000,105.0000000000000000,12678.00000000000000,0,0,8864.000000000000000,1.000000000000000000,349.0000000000000000,344.0000000000000000,9960.00000000000000,0,7.000000000000000000,41.00000000000000000,2.000000000000000000,151.0000000000000000,19719.00000000000000,0,0,14297.00000000000000,2.000000000000000000,539.0000000000000000,644.0000000000000000,16576.00000000000000,0,7.000000000000000000,69.00000000000000000,7.000000000000000000,256.0000000000000000,32397.00000000000000,3.630000000000000000
F034000,澳帝華期貨,0,0,8141.000000000000000,0,39.00000000000000000,22.00000000000000000,2211.000000000000000,0,36.00000000000000000,0,0,0,10449.00000000000000,0,0,13439.00000000000000,0,151.0000000000000000,136.0000000000000000,2973.000000000000000,0,62.00000000000000000,0,0,0,16761.00000000000000,0,0,21580.00000000000000,0,190.0000000000000000,158.0000000000000000,5184.000000000000000,0,98.0000000000000000,0,0,0,27210.00000000000000,3.050000000000000000
F018000,元富期貨,0,0,3550.000000000000000,0,94.0000000000000000,161.0000000000000000,6336.000000000000000,0,0,0,6.000000000000000000,90.00000000000000000,10237.00000000000000,0,0,5784.000000000000000,0,248.0000000000000000,333.0000000000000000,6524.000000000000000,0,3.000000000000000000,7.000000000000000000,1.000000000000000000,265.0000000000000000,13165.00000000000000,0,0,9334.00000000000000,0,342.0000000000000000,494.0000000000000000,12860.00000000000000,0,3.000000000000000000,7.000000000000000000,7.000000000000000000,355.0000000000000000,23402.00000000000000,2.620000000000000000
S844000,摩根大通證券,0,0,3326.000000000000000,0,44.00000000000000000,87.00000000000000000,6273.000000000000000,0,0,0,0,0,9730.00000000000000,0,0,4563.000000000000000,0,24.00000000000000000,155.0000000000000000,7512.000000000000000,0,0,0,0,0,12254.00000000000000,0,0,7889.000000000000000,0,68.00000000000000000,242.0000000000000000,13785.00000000000000,0,0,0,0,0,21984.00000000000000,2.470000000000000000
B224999,中國信託商業銀行,0,0,73.00000000000000000,0,163.0000000000000000,223.0000000000000000,415.0000000000000000,0,19.00000000000000000,5.000000000000000000,31.00000000000000000,6286.000000000000000,7215.000000000000000,0,0,180.0000000000000000,0,261.0000000000000000,400.0000000000000000,1143.000000000000000,0,72.00000000000000000,20.00000000000000000,42.00000000000000000,11300.00000000000000,13418.00000000000000,0,0,253.0000000000000000,0,424.0000000000000000,623.0000000000000000,1558.000000000000000,0,91.00000000000000000,25.00000000000000000,73.00000000000000000,17586.00000000000000,20633.00000000000000,2.310000000000000000
F039000,大昌期貨,0,0,3960.000000000000000,0,44.00000000000000000,131.0000000000000000,3187.000000000000000,0,0,7.000000000000000000,1.000000000000000000,130.0000000000000000,7460.000000000000000,0,0,6267.000000000000000,0,110.0000000000000000,175.0000000000000000,4266.000000000000000,0,2.000000000000000000,6.000000000000000000,0,277.0000000000000000,11103.00000000000000,0,0,10227.00000000000000,0,154.0000000000000000,306.0000000000000000,7453.000000000000000,0,2.000000000000000000,13.00000000000000000,1.000000000000000000,407.0000000000000000,18563.00000000000000,2.080000000000000000
F004999,凱基期貨自營,0,0,4393.000000000000000,0,0,0,2741.000000000000000,0,0,0,0,0,7134.000000000000000,0,0,6956.000000000000000,0,0,0,3562.000000000000000,0,0,0,0,0,10518.00000000000000,0,0,11349.00000000000000,0,0,0,6303.000000000000000,0,0,0,0,0,17652.00000000000000,1.980000000000000000
F013000,大華期貨,0,0,2809.000000000000000,0,160.0000000000000000,266.0000000000000000,3201.000000000000000,0,24.00000000000000000,0,25.00000000000000000,103.0000000000000000,6588.000000000000000,0,0,4056.000000000000000,0,436.0000000000000000,444.0000000000000000,4904.000000000000000,0,17.00000000000000000,0,19.00000000000000000,241.0000000000000000,10117.00000000000000,0,0,6865.000000000000000,0,596.0000000000000000,710.0000000000000000,8105.000000000000000,0,41.00000000000000000,0,44.00000000000000000,344.0000000000000000,16705.00000000000000,1.870000000000000000
F030000,兆豐期貨,0,0,2963.000000000000000,0,90.00000000000000000,119.0000000000000000,2236.000000000000000,0,11.00000000000000000,0,3.000000000000000000,25.00000000000000000,5447.000000000000000,0,0,4564.000000000000000,0,142.0000000000000000,241.0000000000000000,4641.000000000000000,0,1.000000000000000000,0,1.000000000000000000,276.0000000000000000,9866.00000000000000,0,0,7527.000000000000000,0,232.0000000000000000,360.0000000000000000,6877.000000000000000,0,12.00000000000000000,0,4.000000000000000000,301.0000000000000000,15313.00000000000000,1.720000000000000000
F005000,國票期貨,0,0,2130.000000000000000,0,82.00000000000000000,71.00000000000000000,3151.000000000000000,0,0,0,6.000000000000000000,277.0000000000000000,5717.000000000000000,0,0,3150.000000000000000,0,82.00000000000000000,205.0000000000000000,5751.000000000000000,0,0,0,5.000000000000000000,308.0000000000000000,9501.00000000000000,0,0,5280.000000000000000,0,164.0000000000000000,276.0000000000000000,8902.000000000000000,0,0,0,11.00000000000000000,585.0000000000000000,15218.00000000000000,1.710000000000000000
F014000,華南期貨,0,0,1547.000000000000000,0,79.00000000000000000,84.00000000000000000,1709.000000000000000,0,0,0,0,29.00000000000000000,3448.000000000000000,0,0,2398.000000000000000,0,86.00000000000000000,124.0000000000000000,3340.000000000000000,0,0,0,0,75.00000000000000000,6023.000000000000000,0,0,3945.000000000000000,0,165.0000000000000000,208.0000000000000000,5049.000000000000000,0,0,0,0,104.0000000000000000,9471.00000000000000,1.060000000000000000
F034999,澳帝華期貨自營,0,0,256.0000000000000000,0,8.000000000000000000,3.000000000000000000,1301.000000000000000,0,2.000000000000000000,0,2.000000000000000000,691.0000000000000000,2263.000000000000000,0,0,493.0000000000000000,0,2.000000000000000000,22.00000000000000000,2874.000000000000000,0,2.000000000000000000,0,8.000000000000000000,1960.000000000000000,5361.000000000000000,0,0,749.0000000000000000,0,10.00000000000000000,25.00000000000000000,4175.000000000000000,0,4.000000000000000000,0,10.00000000000000000,2651.000000000000000,7624.000000000000000,0.850000000000000000
S884000,玉山證券,0,0,990.000000000000000,0,38.00000000000000000,55.00000000000000000,1814.000000000000000,0,0,2.000000000000000000,0,130.0000000000000000,3029.000000000000000,0,0,1043.000000000000000,0,61.00000000000000000,267.0000000000000000,2003.000000000000000,0,0,2.000000000000000000,0,175.0000000000000000,3551.000000000000000,0,0,2033.000000000000000,0,99.0000000000000000,322.0000000000000000,3817.000000000000000,0,0,4.000000000000000000,0,305.0000000000000000,6580.000000000000000,0.740000000000000000
S518000,太平洋證券,0,0,1218.000000000000000,0,17.00000000000000000,7.000000000000000000,797.0000000000000000,0,0,4.000000000000000000,0,19.00000000000000000,2062.000000000000000,0,0,2085.000000000000000,0,30.00000000000000000,60.00000000000000000,1520.000000000000000,0,0,10.00000000000000000,0,82.00000000000000000,3787.000000000000000,0,0,3303.000000000000000,0,47.00000000000000000,67.00000000000000000,2317.000000000000000,0,0,14.00000000000000000,0,101.0000000000000000,5849.000000000000000,0.660000000000000000
S152000,瑞信銀台北證券分公司,0,0,0,0,85.00000000000000000,74.00000000000000000,2327.000000000000000,0,0,0,0,0,2486.000000000000000,0,0,0,0,10.00000000000000000,0,2824.000000000000000,0,0,0,0,0,2834.000000000000000,0,0,0,0,95.0000000000000000,74.00000000000000000,5151.000000000000000,0,0,0,0,0,5320.000000000000000,0.600000000000000000
S585999,統一證券自營,0,0,282.0000000000000000,0,17.00000000000000000,10.00000000000000000,791.0000000000000000,0,7.000000000000000000,0,0,0,1107.000000000000000,0,0,975.000000000000000,0,90.00000000000000000,34.00000000000000000,2905.000000000000000,0,9.000000000000000000,0,0,0,4013.000000000000000,0,0,1257.000000000000000,0,107.0000000000000000,44.00000000000000000,3696.000000000000000,0,16.00000000000000000,0,0,0,5120.000000000000000,0.569999999999999936
S157999,香港商法國興業證券,0,0,0,0,0,0,701.0000000000000000,0,30.00000000000000000,0,36.00000000000000000,680.0000000000000000,1447.000000000000000,0,0,0,0,0,12.00000000000000000,1010.000000000000000,0,100.0000000000000000,0,50.00000000000000000,2074.000000000000000,3246.000000000000000,0,0,0,0,0,12.00000000000000000,1711.000000000000000,0,130.0000000000000000,0,86.00000000000000000,2754.000000000000000,4693.000000000000000,0.530000000000000000
S592999,元富證券自營,0,0,0,0,41.00000000000000000,27.00000000000000000,1340.000000000000000,0,0,0,0,0,1408.000000000000000,0,0,0,0,62.00000000000000000,94.0000000000000000,3115.000000000000000,0,0,0,0,0,3271.000000000000000,0,0,0,0,103.0000000000000000,121.0000000000000000,4455.000000000000000,0,0,0,0,0,4679.000000000000000,0.520000000000000000
S538000,第一金證券,0,0,878.0000000000000000,0,26.00000000000000000,68.00000000000000000,851.0000000000000000,0,0,2.000000000000000000,10.00000000000000000,61.00000000000000000,1896.000000000000000,0,0,1086.000000000000000,0,57.00000000000000000,42.00000000000000000,1275.000000000000000,0,2.000000000000000000,19.00000000000000000,6.000000000000000000,91.00000000000000000,2578.000000000000000,0,0,1964.000000000000000,0,83.00000000000000000,110.0000000000000000,2126.000000000000000,0,2.000000000000000000,21.00000000000000000,16.00000000000000000,152.0000000000000000,4474.000000000000000,0.500000000000000000
F008999,統一期貨自營,0,0,1164.000000000000000,0,0,16.00000000000000000,362.0000000000000000,0,4.000000000000000000,0,0,0,1546.000000000000000,0,0,1776.000000000000000,0,19.00000000000000000,19.00000000000000000,1012.000000000000000,0,4.000000000000000000,0,0,0,2830.000000000000000,0,0,2940.000000000000000,0,19.00000000000000000,35.00000000000000000,1374.000000000000000,0,8.000000000000000000,0,0,0,4376.000000000000000,0.490000000000000000
F001000,國泰期貨,0,0,556.0000000000000000,0,13.00000000000000000,28.00000000000000000,1097.000000000000000,0,0,0,0,19.00000000000000000,1713.000000000000000,0,0,924.000000000000000,0,33.00000000000000000,32.00000000000000000,1622.000000000000000,0,0,0,1.000000000000000000,20.00000000000000000,2632.000000000000000,0,0,1480.000000000000000,0,46.00000000000000000,60.00000000000000000,2719.000000000000000,0,0,0,1.000000000000000000,39.00000000000000000,4345.000000000000000,0.490000000000000000
S888999,國泰證券自營,0,0,75.00000000000000000,0,295.0000000000000000,82.00000000000000000,448.0000000000000000,0,57.00000000000000000,0,0,295.0000000000000000,1252.000000000000000,0,0,189.0000000000000000,0,575.0000000000000000,168.0000000000000000,892.0000000000000000,0,79.00000000000000000,0,0,754.0000000000000000,2657.000000000000000,0,0,264.0000000000000000,0,870.0000000000000000,250.0000000000000000,1340.000000000000000,0,136.0000000000000000,0,0,1049.000000000000000,3909.000000000000000,0.440000000000000000
S572999,大華證券自營,0,0,0,0,19.00000000000000000,27.00000000000000000,516.0000000000000000,0,0,0,0,765.0000000000000000,1327.000000000000000,0,0,12.00000000000000000,0,29.00000000000000000,79.00000000000000000,1078.000000000000000,0,9.000000000000000000,0,0,977.000000000000000,2184.000000000000000,0,0,12.00000000000000000,0,48.00000000000000000,106.0000000000000000,1594.000000000000000,0,9.000000000000000000,0,0,1742.000000000000000,3511.000000000000000,0.390000000000000000
S653000,大眾證券,0,0,486.0000000000000000,0,37.00000000000000000,26.00000000000000000,675.0000000000000000,0,0,0,0,33.00000000000000000,1257.000000000000000,0,0,764.0000000000000000,0,77.00000000000000000,37.00000000000000000,992.000000000000000,0,0,0,0,37.00000000000000000,1907.000000000000000,0,0,1250.000000000000000,0,114.0000000000000000,63.00000000000000000,1667.000000000000000,0,0,0,0,70.00000000000000000,3164.000000000000000,0.350000000000000000
S920999,凱基證券自營,0,0,0,0,29.00000000000000000,31.00000000000000000,351.0000000000000000,0,0,0,0,818.0000000000000000,1229.000000000000000,0,0,2.000000000000000000,0,32.00000000000000000,51.00000000000000000,643.0000000000000000,0,0,0,0,1107.000000000000000,1835.000000000000000,0,0,2.000000000000000000,0,61.00000000000000000,82.00000000000000000,994.000000000000000,0,0,0,0,1925.000000000000000,3064.000000000000000,0.340000000000000000
F002999,永豐期貨自營,0,0,120.0000000000000000,0,18.00000000000000000,11.00000000000000000,235.0000000000000000,0,0,0,0,132.0000000000000000,516.0000000000000000,0,0,235.0000000000000000,0,32.00000000000000000,22.00000000000000000,1781.000000000000000,0,0,0,0,129.0000000000000000,2199.000000000000000,0,0,355.0000000000000000,0,50.00000000000000000,33.00000000000000000,2016.000000000000000,0,0,0,0,261.0000000000000000,2715.000000000000000,0.300000000000000000
S856000,新光證券,0,0,246.0000000000000000,0,8.000000000000000000,28.00000000000000000,599.0000000000000000,0,0,0,0,25.00000000000000000,906.0000000000000000,0,0,430.0000000000000000,0,51.00000000000000000,67.00000000000000000,1094.000000000000000,0,0,0,0,56.00000000000000000,1698.000000000000000,0,0,676.0000000000000000,0,59.00000000000000000,95.0000000000000000,1693.000000000000000,0,0,0,0,81.00000000000000000,2604.000000000000000,0.290000000000000000
S147000,台灣摩根士丹利證券,0,0,0,0,0,62.00000000000000000,834.0000000000000000,0,0,0,0,0,896.0000000000000000,0,0,0,0,98.0000000000000000,47.00000000000000000,1484.000000000000000,0,0,0,0,0,1629.000000000000000,0,0,0,0,98.0000000000000000,109.0000000000000000,2318.000000000000000,0,0,0,0,0,2525.000000000000000,0.280000000000000032
S526000,大慶證券,0,0,503.0000000000000000,0,13.00000000000000000,44.00000000000000000,213.0000000000000000,0,0,0,0,15.00000000000000000,788.0000000000000000,0,0,793.0000000000000000,0,45.00000000000000000,86.00000000000000000,579.0000000000000000,0,0,0,0,46.00000000000000000,1549.000000000000000,0,0,1296.000000000000000,0,58.00000000000000000,130.0000000000000000,792.0000000000000000,0,0,0,0,61.00000000000000000,2337.000000000000000,0.260000000000000000
F038999,大眾期貨自營,0,0,6.000000000000000000,0,6.000000000000000000,32.00000000000000000,630.0000000000000000,0,0,0,0,0,674.0000000000000000,0,0,0,0,4.000000000000000000,50.00000000000000000,1204.000000000000000,0,0,0,0,0,1258.000000000000000,0,0,6.000000000000000000,0,10.00000000000000000,82.00000000000000000,1834.000000000000000,0,0,0,0,0,1932.000000000000000,0.220000000000000000
S551999,永豐金證券自營,0,0,0,0,120.0000000000000000,76.00000000000000000,353.0000000000000000,0,3.000000000000000000,0,0,112.0000000000000000,664.0000000000000000,0,0,0,0,95.0000000000000000,73.00000000000000000,453.0000000000000000,0,8.000000000000000000,0,0,175.0000000000000000,804.0000000000000000,0,0,0,0,215.0000000000000000,149.0000000000000000,806.0000000000000000,0,11.00000000000000000,0,0,287.0000000000000000,1468.000000000000000,0.160000000000000000
S153000,港商德意志台北分公司,0,0,0,0,0,0,72.00000000000000000,0,0,0,0,0,72.00000000000000000,0,0,0,0,12.00000000000000000,0,1356.000000000000000,0,0,0,0,0,1368.000000000000000,0,0,0,0,12.00000000000000000,0,1428.000000000000000,0,0,0,0,0,1440.000000000000000,0.160000000000000000
S126999,宏遠證券自營,0,0,0,0,0,40.00000000000000000,259.0000000000000000,0,0,0,0,0,299.0000000000000000,0,0,0,0,0,42.00000000000000000,1081.000000000000000,0,0,0,0,0,1123.000000000000000,0,0,0,0,0,82.00000000000000000,1340.000000000000000,0,0,0,0,0,1422.000000000000000,0.160000000000000000
S159000,花旗環球國際證券,0,0,0,0,0,0,538.0000000000000000,0,0,0,0,0,538.0000000000000000,0,0,0,0,0,0,796.0000000000000000,0,0,0,0,0,796.0000000000000000,0,0,0,0,0,0,1334.000000000000000,0,0,0,0,0,1334.000000000000000,0.150000000000000000
F013999,大華期貨股份有限公司,0,0,16.00000000000000000,0,40.00000000000000000,6.000000000000000000,295.0000000000000000,0,10.00000000000000000,0,0,0,367.0000000000000000,0,0,70.00000000000000000,0,79.00000000000000000,66.00000000000000000,591.0000000000000000,0,55.00000000000000000,0,0,0,861.0000000000000000,0,0,86.00000000000000000,0,119.0000000000000000,72.00000000000000000,886.0000000000000000,0,65.00000000000000000,0,0,0,1228.000000000000000,0.140000000000000016
S616000,中國信託證券,0,0,251.0000000000000000,0,2.000000000000000000,4.000000000000000000,219.0000000000000000,0,0,0,0,16.00000000000000000,492.0000000000000000,0,0,263.0000000000000000,0,10.00000000000000000,25.00000000000000000,315.0000000000000000,0,0,0,0,18.00000000000000000,631.0000000000000000,0,0,514.0000000000000000,0,12.00000000000000000,29.00000000000000000,534.0000000000000000,0,0,0,0,34.00000000000000000,1123.000000000000000,0.130000000000000000
F018999,元富期貨自營,0,0,8.000000000000000000,0,0,4.000000000000000000,122.0000000000000000,0,0,0,0,0,134.0000000000000000,0,0,130.0000000000000000,0,0,24.00000000000000000,783.0000000000000000,0,0,0,0,0,937.000000000000000,0,0,138.0000000000000000,0,0,28.00000000000000000,905.0000000000000000,0,0,0,0,0,1071.000000000000000,0.120000000000000000
S218000,亞東證券,0,0,117.0000000000000000,0,0,4.000000000000000000,117.0000000000000000,0,0,0,0,2.000000000000000000,240.0000000000000000,0,0,153.0000000000000000,0,1.000000000000000000,4.000000000000000000,297.0000000000000000,0,0,0,10.00000000000000000,14.00000000000000000,479.0000000000000000,0,0,270.0000000000000000,0,1.000000000000000000,8.000000000000000000,414.0000000000000000,0,0,0,10.00000000000000000,16.00000000000000000,719.0000000000000000,0.080000000000000000
F020999,群益期貨自營,0,0,117.0000000000000000,0,0,12.00000000000000000,172.0000000000000000,0,0,0,0,0,301.0000000000000000,0,0,110.0000000000000000,0,0,0,228.0000000000000000,0,0,0,0,0,338.0000000000000000,0,0,227.0000000000000000,0,0,12.00000000000000000,400.0000000000000000,0,0,0,0,0,639.0000000000000000,0.070000000000000008
S700999,兆豐證券自營,0,0,27.00000000000000000,0,0,0,43.00000000000000000,0,0,0,0,0,70.00000000000000000,0,0,280.0000000000000000,0,10.00000000000000000,52.00000000000000000,171.0000000000000000,0,0,0,0,0,513.0000000000000000,0,0,307.0000000000000000,0,10.00000000000000000,52.00000000000000000,214.0000000000000000,0,0,0,0,0,583.0000000000000000,0.070000000000000008
F005999,國票期貨自營,0,0,13.00000000000000000,0,20.00000000000000000,16.00000000000000000,76.00000000000000000,0,0,0,0,0,125.0000000000000000,0,0,27.00000000000000000,0,105.0000000000000000,22.00000000000000000,281.0000000000000000,0,0,0,0,0,435.0000000000000000,0,0,40.00000000000000000,0,125.0000000000000000,38.00000000000000000,357.0000000000000000,0,0,0,0,0,560.0000000000000000,0.060000000000000000
S144000,美林證券,0,0,0,0,83.00000000000000000,0,80.00000000000000000,0,0,0,0,0,163.0000000000000000,0,0,0,0,72.00000000000000000,0,283.0000000000000000,0,0,0,0,0,355.0000000000000000,0,0,0,0,155.0000000000000000,0,363.0000000000000000,0,0,0,0,0,518.0000000000000000,0.060000000000000000
S960999,富邦證券自營,0,0,2.000000000000000000,0,10.00000000000000000,56.00000000000000000,40.00000000000000000,0,0,0,0,57.00000000000000000,165.0000000000000000,0,0,0,0,15.00000000000000000,102.0000000000000000,74.00000000000000000,0,0,0,0,115.0000000000000000,306.0000000000000000,0,0,2.000000000000000000,0,25.00000000000000000,158.0000000000000000,114.0000000000000000,0,0,0,0,172.0000000000000000,471.0000000000000000,0.050000000000000000
S109000,台灣工銀證券,0,0,84.00000000000000000,0,0,1.000000000000000000,120.0000000000000000,0,0,0,0,44.00000000000000000,249.0000000000000000,0,0,114.0000000000000000,0,1.000000000000000000,7.000000000000000000,77.00000000000000000,0,0,0,0,7.000000000000000000,206.0000000000000000,0,0,198.0000000000000000,0,1.000000000000000000,8.000000000000000000,197.0000000000000000,0,0,0,0,51.00000000000000000,455.0000000000000000,0.050000000000000000
S109999,台灣工銀證券自營,0,0,5.000000000000000000,0,0,29.00000000000000000,20.00000000000000000,0,3.000000000000000000,0,0,50.00000000000000000,107.0000000000000000,0,0,10.00000000000000000,0,0,84.00000000000000000,238.0000000000000000,0,1.000000000000000000,0,0,11.00000000000000000,344.0000000000000000,0,0,15.00000000000000000,0,0,113.0000000000000000,258.0000000000000000,0,4.000000000000000000,0,0,61.00000000000000000,451.0000000000000000,0.050000000000000000
S703000,致和證券,0,0,116.0000000000000000,0,2.000000000000000000,0,57.00000000000000000,0,0,0,0,0,175.0000000000000000,0,0,121.0000000000000000,0,1.000000000000000000,1.000000000000000000,84.00000000000000000,0,0,0,1.000000000000000000,0,208.0000000000000000,0,0,237.0000000000000000,0,3.000000000000000000,1.000000000000000000,141.0000000000000000,0,0,0,1.000000000000000000,0,383.0000000000000000,0.040000000000000000
S538999,第一金證券自營,0,0,18.00000000000000000,0,0,0,60.00000000000000000,0,4.000000000000000000,0,0,0,82.00000000000000000,0,0,204.0000000000000000,0,0,3.000000000000000000,59.00000000000000000,0,0,0,0,0,266.0000000000000000,0,0,222.0000000000000000,0,0,3.000000000000000000,119.0000000000000000,0,4.000000000000000000,0,0,0,348.0000000000000000,0.040000000000000000
S845999,康和證券自營,0,0,0,0,10.00000000000000000,15.00000000000000000,65.00000000000000000,0,0,0,0,0,90.00000000000000000,0,0,0,0,26.00000000000000000,39.00000000000000000,166.0000000000000000,0,0,0,0,0,231.0000000000000000,0,0,0,0,36.00000000000000000,54.00000000000000000,231.0000000000000000,0,0,0,0,0,321.0000000000000000,0.040000000000000000
S505000,大展證券,0,0,13.00000000000000000,0,0,0,0,0,0,0,0,0,13.00000000000000000,0,0,11.00000000000000000,0,4.000000000000000000,2.000000000000000000,186.0000000000000000,0,0,0,0,80.00000000000000000,283.0000000000000000,0,0,24.00000000000000000,0,4.000000000000000000,2.000000000000000000,186.0000000000000000,0,0,0,0,80.00000000000000000,296.0000000000000000,0.030000000000000000
S645000,永全證券,0,0,63.00000000000000000,0,0,1.000000000000000000,23.00000000000000000,0,0,0,0,4.000000000000000000,91.00000000000000000,0,0,124.0000000000000000,0,2.000000000000000000,6.000000000000000000,67.00000000000000000,0,0,0,0,4.000000000000000000,203.0000000000000000,0,0,187.0000000000000000,0,2.000000000000000000,7.000000000000000000,90.00000000000000000,0,0,0,0,8.000000000000000000,294.0000000000000000,0.030000000000000000
