期貨商代號,名稱,CPF,GBF,MTX,T5F,TE,TF,TX,GDF,MSF,XIF,GTF,TGF,STF,小計,CPF,GBF,MTX,T5F,TE,TF,TX,GDF,MSF,XIF,GTF,TGF,STF,小計,CPF,GBF,MTX,T5F,TE,TF,TX,GDF,MSF,XIF,GTF,TGF,STF,小計,CPF,GBF,MTX,T5F,TE,TF,TX,GDF,MSF,XIF,GTF,TGF,STF,小計,CPF,GBF,MTX,T5F,TE,TF,TX,GDF,MSF,XIF,GTF,TGF,STF,小計,CPF,GBF,MTX,T5F,TE,TF,TX,GDF,MSF,XIF,GTF,TGF,STF,小計,CPF,GBF,MTX,T5F,TE,TF,TX,GDF,MSF,XIF,GTF,TGF,STF,小計,CPF,GBF,MTX,T5F,TE,TF,TX,GDF,MSF,XIF,GTF,TGF,STF,小計,CPF,GBF,MTX,T5F,TE,TF,TX,GDF,MSF,XIF,GTF,TGF,STF,小計
S884000,玉山證券,0,0,356.0000000000000000,0,33.00000000000000000,104.0000000000000000,762.0000000000000000,0,0,0,0,4.000000000000000000,5.000000000000000000,1264.000000000000000,0,0,453.0000000000000000,0,28.00000000000000000,90.00000000000000000,728.0000000000000000,0,0,0,0,1.000000000000000000,8.000000000000000000,1308.000000000000000,0,0,371.0000000000000000,0,15.00000000000000000,147.0000000000000000,778.0000000000000000,0,0,0,0,1.000000000000000000,1.000000000000000000,1313.000000000000000,0,0,643.0000000000000000,0,35.00000000000000000,188.0000000000000000,1037.000000000000000,0,0,1.000000000000000000,0,0,3.000000000000000000,1907.000000000000000,0,0,349.0000000000000000,0,16.00000000000000000,56.00000000000000000,657.0000000000000000,0,0,1.000000000000000000,0,0,1.000000000000000000,1080.000000000000000,0,0,674.0000000000000000,0,24.00000000000000000,90.00000000000000000,1215.000000000000000,0,0,0,0,5.000000000000000000,2.000000000000000000,2010.000000000000000,0,0,608.0000000000000000,0,48.00000000000000000,44.00000000000000000,860.0000000000000000,0,0,0,0,3.000000000000000000,23.00000000000000000,1586.000000000000000,0,0,620.0000000000000000,0,30.00000000000000000,89.00000000000000000,1078.000000000000000,0,0,0,0,1.000000000000000000,4.000000000000000000,1822.000000000000000,0,0,538.0000000000000000,0,34.00000000000000000,128.0000000000000000,1240.000000000000000,0,0,0,0,1.000000000000000000,14.00000000000000000,1955.000000000000000
S889999,大和國泰證券自營,0,0,178.0000000000000000,0,92.00000000000000000,41.00000000000000000,203.0000000000000000,0,0,66.00000000000000000,33.00000000000000000,0,0,613.0000000000000000,0,0,386.0000000000000000,0,223.0000000000000000,118.0000000000000000,352.0000000000000000,0,0,136.0000000000000000,29.00000000000000000,0,0,1244.000000000000000,0,0,219.0000000000000000,0,159.0000000000000000,61.00000000000000000,237.0000000000000000,0,0,66.00000000000000000,65.00000000000000000,0,0,807.0000000000000000,0,0,222.0000000000000000,0,134.0000000000000000,75.00000000000000000,466.0000000000000000,0,0,80.00000000000000000,40.00000000000000000,0,0,1017.000000000000000,0,0,93.0000000000000000,0,114.0000000000000000,77.00000000000000000,339.0000000000000000,0,0,60.00000000000000000,0,0,0,683.0000000000000000,0,0,70.00000000000000000,0,273.0000000000000000,120.0000000000000000,774.0000000000000000,0,0,196.0000000000000000,5.000000000000000000,0,0,1438.000000000000000,0,0,349.0000000000000000,0,314.0000000000000000,86.00000000000000000,479.0000000000000000,0,0,139.0000000000000000,44.00000000000000000,0,0,1411.000000000000000,0,0,438.0000000000000000,0,236.0000000000000000,100.0000000000000000,427.0000000000000000,0,0,158.0000000000000000,84.00000000000000000,0,0,1443.000000000000000,0,0,283.0000000000000000,0,168.0000000000000000,110.0000000000000000,444.0000000000000000,0,0,116.0000000000000000,0,0,0,1121.000000000000000
S526000,大慶證券,0,0,395.0000000000000000,0,61.00000000000000000,103.0000000000000000,309.0000000000000000,0,0,0,0,0,2.000000000000000000,870.0000000000000000,0,0,452.0000000000000000,0,34.00000000000000000,77.00000000000000000,737.0000000000000000,0,0,2.000000000000000000,0,0,20.00000000000000000,1322.000000000000000,0,0,477.0000000000000000,0,107.0000000000000000,92.00000000000000000,630.0000000000000000,0,0,7.000000000000000000,0,0,3.000000000000000000,1316.000000000000000,0,0,475.0000000000000000,0,17.00000000000000000,67.00000000000000000,771.0000000000000000,0,0,1.000000000000000000,0,0,3.000000000000000000,1334.000000000000000,0,0,405.0000000000000000,0,9.000000000000000000,60.00000000000000000,892.0000000000000000,0,0,5.000000000000000000,0,0,5.000000000000000000,1376.000000000000000,0,0,721.0000000000000000,0,42.00000000000000000,113.0000000000000000,685.0000000000000000,0,0,9.000000000000000000,0,0,2.000000000000000000,1572.000000000000000,0,0,529.0000000000000000,0,28.00000000000000000,40.00000000000000000,469.0000000000000000,0,0,10.00000000000000000,2.000000000000000000,0,2.000000000000000000,1080.000000000000000,0,0,628.0000000000000000,0,53.00000000000000000,39.00000000000000000,753.0000000000000000,0,0,13.00000000000000000,0,0,8.000000000000000000,1494.000000000000000,0,0,699.0000000000000000,0,101.0000000000000000,29.00000000000000000,672.0000000000000000,0,0,1.000000000000000000,0,1.000000000000000000,12.00000000000000000,1515.000000000000000
S856000,新光證券,0,0,264.0000000000000000,0,22.00000000000000000,25.00000000000000000,524.0000000000000000,0,0,0,0,0,12.00000000000000000,847.0000000000000000,0,0,509.0000000000000000,0,40.00000000000000000,29.00000000000000000,602.0000000000000000,0,0,2.000000000000000000,0,0,18.00000000000000000,1200.000000000000000,0,0,278.0000000000000000,0,26.00000000000000000,28.00000000000000000,677.0000000000000000,0,0,2.000000000000000000,0,0,22.00000000000000000,1033.000000000000000,0,0,417.0000000000000000,0,34.00000000000000000,58.00000000000000000,918.0000000000000000,0,0,2.000000000000000000,0,0,29.00000000000000000,1458.000000000000000,0,0,288.0000000000000000,0,17.00000000000000000,23.00000000000000000,737.0000000000000000,0,0,3.000000000000000000,0,3.000000000000000000,6.000000000000000000,1077.000000000000000,0,0,631.0000000000000000,0,32.00000000000000000,38.00000000000000000,752.0000000000000000,0,0,0,0,0,10.00000000000000000,1463.000000000000000,0,0,541.0000000000000000,0,21.00000000000000000,29.00000000000000000,905.0000000000000000,0,0,0,0,0,11.00000000000000000,1507.000000000000000,0,0,452.0000000000000000,0,25.00000000000000000,43.00000000000000000,747.0000000000000000,0,0,0,0,0,9.000000000000000000,1276.000000000000000,0,0,390.0000000000000000,0,17.00000000000000000,35.00000000000000000,977.000000000000000,0,0,0,0,0,8.000000000000000000,1427.000000000000000
S653000,大眾證券,0,0,383.0000000000000000,0,47.00000000000000000,18.00000000000000000,432.0000000000000000,0,0,5.000000000000000000,0,0,7.000000000000000000,892.0000000000000000,0,0,447.0000000000000000,0,7.000000000000000000,30.00000000000000000,521.0000000000000000,0,0,1.000000000000000000,0,0,9.000000000000000000,1015.000000000000000,0,0,433.0000000000000000,0,12.00000000000000000,29.00000000000000000,392.0000000000000000,0,0,1.000000000000000000,0,0,5.000000000000000000,872.0000000000000000,0,0,508.0000000000000000,0,23.00000000000000000,58.00000000000000000,384.0000000000000000,0,0,0,1.000000000000000000,0,5.000000000000000000,979.000000000000000,0,0,416.0000000000000000,0,25.00000000000000000,31.00000000000000000,426.0000000000000000,0,0,1.000000000000000000,0,0,0,899.0000000000000000,0,0,1077.000000000000000,0,25.00000000000000000,27.00000000000000000,499.0000000000000000,0,0,4.000000000000000000,0,0,8.000000000000000000,1640.000000000000000,0,0,468.0000000000000000,0,40.00000000000000000,29.00000000000000000,487.0000000000000000,0,0,0,0,0,6.000000000000000000,1030.000000000000000,0,0,637.0000000000000000,0,21.00000000000000000,36.00000000000000000,710.0000000000000000,0,0,0,0,0,1.000000000000000000,1405.000000000000000,0,0,576.0000000000000000,0,25.00000000000000000,25.00000000000000000,680.0000000000000000,0,0,1.000000000000000000,0,0,1.000000000000000000,1308.000000000000000
S518000,太平洋證券,0,0,323.0000000000000000,0,38.00000000000000000,24.00000000000000000,454.0000000000000000,0,0,0,0,0,2.000000000000000000,841.0000000000000000,0,0,331.0000000000000000,0,48.00000000000000000,44.00000000000000000,613.0000000000000000,0,0,0,0,2.000000000000000000,15.00000000000000000,1053.000000000000000,0,0,339.0000000000000000,0,28.00000000000000000,54.00000000000000000,469.0000000000000000,0,0,2.000000000000000000,2.000000000000000000,0,5.000000000000000000,899.0000000000000000,0,0,388.0000000000000000,0,28.00000000000000000,77.00000000000000000,569.0000000000000000,0,0,6.000000000000000000,0,0,38.00000000000000000,1106.000000000000000,0,0,417.0000000000000000,0,29.00000000000000000,55.00000000000000000,547.0000000000000000,0,0,8.000000000000000000,0,8.000000000000000000,17.00000000000000000,1081.000000000000000,0,0,502.0000000000000000,0,30.00000000000000000,32.00000000000000000,887.0000000000000000,0,0,8.000000000000000000,0,4.000000000000000000,10.00000000000000000,1473.000000000000000,0,0,386.0000000000000000,0,47.00000000000000000,44.00000000000000000,685.0000000000000000,0,0,4.000000000000000000,0,1.000000000000000000,17.00000000000000000,1184.000000000000000,0,0,537.0000000000000000,0,42.00000000000000000,40.00000000000000000,793.0000000000000000,0,0,6.000000000000000000,0,0,7.000000000000000000,1425.000000000000000,0,0,455.0000000000000000,0,25.00000000000000000,43.00000000000000000,685.0000000000000000,0,0,0,0,1.000000000000000000,9.000000000000000000,1218.000000000000000
S653999,大眾證券自營,0,0,0,0,0,0,611.0000000000000000,0,0,0,0,0,0,611.0000000000000000,0,0,0,0,20.00000000000000000,12.00000000000000000,1072.000000000000000,0,0,0,0,0,0,1104.000000000000000,0,0,0,0,8.000000000000000000,4.000000000000000000,695.0000000000000000,0,0,0,0,0,0,707.0000000000000000,0,0,0,0,26.00000000000000000,33.00000000000000000,1460.000000000000000,0,0,0,0,0,0,1519.000000000000000,0,0,0,0,2.000000000000000000,30.00000000000000000,783.0000000000000000,0,0,0,0,0,0,815.0000000000000000,0,0,0,0,14.00000000000000000,13.00000000000000000,1297.000000000000000,0,0,0,0,0,0,1324.000000000000000,0,0,0,0,40.00000000000000000,8.000000000000000000,1032.000000000000000,0,0,0,0,0,0,1080.000000000000000,0,0,0,0,0,12.00000000000000000,1813.000000000000000,0,0,0,0,0,0,1825.000000000000000,0,0,0,0,4.000000000000000000,8.000000000000000000,977.000000000000000,0,0,0,0,0,0,989.000000000000000
S147000,台灣摩根士丹利證券,0,0,0,0,18.00000000000000000,15.00000000000000000,39.00000000000000000,0,0,0,0,0,0,72.00000000000000000,0,0,0,0,108.0000000000000000,65.00000000000000000,917.0000000000000000,0,0,0,0,0,0,1090.000000000000000,0,0,0,0,30.00000000000000000,30.00000000000000000,118.0000000000000000,0,0,0,0,0,0,178.0000000000000000,0,0,0,0,97.0000000000000000,20.00000000000000000,1206.000000000000000,0,0,0,0,0,0,1323.000000000000000,0,0,0,0,0,0,470.0000000000000000,0,0,0,0,0,0,470.0000000000000000,0,0,0,0,43.00000000000000000,10.00000000000000000,302.0000000000000000,0,0,0,0,0,0,355.0000000000000000,0,0,0,0,56.00000000000000000,0,488.0000000000000000,0,0,0,0,0,0,544.0000000000000000,0,0,0,0,0,0,90.00000000000000000,0,0,0,0,0,0,90.00000000000000000,0,0,0,0,0,0,510.0000000000000000,0,0,0,0,0,0,510.0000000000000000
S920999,凱基證券自營,0,0,0,0,0,0,493.0000000000000000,0,0,0,0,0,0,493.0000000000000000,0,0,0,0,2.000000000000000000,0,882.0000000000000000,0,0,0,0,0,0,884.0000000000000000,0,0,0,0,0,0,591.0000000000000000,0,0,0,0,0,0,591.0000000000000000,0,0,0,0,0,0,415.0000000000000000,0,0,0,0,0,0,415.0000000000000000,0,0,0,0,0,0,613.0000000000000000,0,0,0,0,0,0,613.0000000000000000,0,0,0,0,0,0,844.0000000000000000,0,0,0,0,0,0,844.0000000000000000,0,0,0,0,0,0,515.0000000000000000,0,0,0,0,0,0,515.0000000000000000,0,0,0,0,0,16.00000000000000000,706.0000000000000000,0,0,0,0,0,0,722.0000000000000000,0,0,0,0,0,1.000000000000000000,668.0000000000000000,0,0,0,0,0,0,669.0000000000000000
F018999,元富期貨自營,0,0,313.0000000000000000,0,0,0,64.00000000000000000,0,0,0,0,0,0,377.0000000000000000,0,0,553.0000000000000000,0,0,4.000000000000000000,140.0000000000000000,0,0,0,0,0,0,697.0000000000000000,0,0,349.0000000000000000,0,0,0,86.00000000000000000,0,0,0,0,0,0,435.0000000000000000,0,0,497.0000000000000000,0,0,9.000000000000000000,108.0000000000000000,0,0,0,0,0,0,614.0000000000000000,0,0,487.0000000000000000,0,0,4.000000000000000000,50.00000000000000000,0,0,0,0,0,0,541.0000000000000000,0,0,987.000000000000000,0,0,13.00000000000000000,240.0000000000000000,0,0,0,0,0,0,1240.000000000000000,0,0,380.0000000000000000,0,0,18.00000000000000000,111.0000000000000000,0,0,0,0,0,0,509.0000000000000000,0,0,632.0000000000000000,0,0,9.000000000000000000,158.0000000000000000,0,0,0,0,0,0,799.0000000000000000,0,0,704.0000000000000000,0,0,14.00000000000000000,103.0000000000000000,0,0,0,0,0,0,821.0000000000000000
S159000,花旗環球國際證券,0,0,0,0,1.000000000000000000,0,112.0000000000000000,0,0,0,0,0,0,113.0000000000000000,0,0,0,0,0,0,731.0000000000000000,0,0,0,0,0,0,731.0000000000000000,0,0,0,0,0,0,208.0000000000000000,0,0,0,0,0,0,208.0000000000000000,0,0,0,0,0,0,549.0000000000000000,0,0,0,0,0,0,549.0000000000000000,0,0,0,0,0,0,511.0000000000000000,0,0,0,0,0,0,511.0000000000000000,0,0,0,0,172.0000000000000000,0,148.0000000000000000,0,0,0,0,0,0,320.0000000000000000,0,0,0,0,135.0000000000000000,0,391.0000000000000000,0,0,0,0,0,0,526.0000000000000000,0,0,0,0,0,0,434.0000000000000000,0,0,0,0,0,0,434.0000000000000000,0,0,0,0,0,0,352.0000000000000000,0,0,0,0,0,0,352.0000000000000000
S144000,美林證券,0,0,101.0000000000000000,0,0,0,262.0000000000000000,0,0,0,0,0,0,363.0000000000000000,0,0,132.0000000000000000,0,0,0,274.0000000000000000,0,0,0,0,0,0,406.0000000000000000,0,0,141.0000000000000000,0,0,100.0000000000000000,241.0000000000000000,0,0,0,0,0,0,482.0000000000000000,0,0,117.0000000000000000,0,50.00000000000000000,0,250.0000000000000000,0,0,0,0,0,0,417.0000000000000000,0,0,60.00000000000000000,0,0,0,317.0000000000000000,0,0,0,0,0,0,377.0000000000000000,0,0,108.0000000000000000,0,0,60.00000000000000000,237.0000000000000000,0,0,0,0,0,0,405.0000000000000000,0,0,162.0000000000000000,0,13.00000000000000000,0,268.0000000000000000,0,0,0,0,0,0,443.0000000000000000,0,0,130.0000000000000000,0,27.00000000000000000,0,197.0000000000000000,0,0,0,0,0,0,354.0000000000000000,0,0,78.00000000000000000,0,0,9.000000000000000000,124.0000000000000000,0,0,0,0,0,0,211.0000000000000000
S218000,亞東證券,0,0,124.0000000000000000,0,0,12.00000000000000000,198.0000000000000000,0,0,1.000000000000000000,0,0,2.000000000000000000,337.0000000000000000,0,0,159.0000000000000000,0,7.000000000000000000,14.00000000000000000,219.0000000000000000,0,0,0,0,0,4.000000000000000000,403.0000000000000000,0,0,169.0000000000000000,0,4.000000000000000000,18.00000000000000000,157.0000000000000000,0,0,0,0,0,20.00000000000000000,368.0000000000000000,0,0,167.0000000000000000,0,2.000000000000000000,10.00000000000000000,190.0000000000000000,0,0,0,0,0,3.000000000000000000,372.0000000000000000,0,0,90.00000000000000000,0,0,4.000000000000000000,152.0000000000000000,0,0,0,0,0,0,246.0000000000000000,0,0,198.0000000000000000,0,0,0,226.0000000000000000,0,0,0,0,0,9.000000000000000000,433.0000000000000000,0,0,137.0000000000000000,0,2.000000000000000000,22.00000000000000000,194.0000000000000000,0,0,0,0,0,10.00000000000000000,365.0000000000000000,0,0,217.0000000000000000,0,2.000000000000000000,2.000000000000000000,249.0000000000000000,0,0,0,0,0,2.000000000000000000,472.0000000000000000,0,0,206.0000000000000000,0,27.00000000000000000,95.0000000000000000,229.0000000000000000,0,0,0,0,0,0,557.0000000000000000
S538000,第一金證券,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S126999,宏遠證券自營,0,0,0,0,30.00000000000000000,0,157.0000000000000000,0,0,0,0,0,0,187.0000000000000000,0,0,0,0,0,0,314.0000000000000000,0,0,0,0,0,0,314.0000000000000000,0,0,0,0,30.00000000000000000,40.00000000000000000,165.0000000000000000,0,0,0,0,0,0,235.0000000000000000,0,0,0,0,15.00000000000000000,82.00000000000000000,340.0000000000000000,0,0,0,0,0,0,437.0000000000000000,0,0,0,0,23.00000000000000000,32.00000000000000000,175.0000000000000000,0,0,0,0,0,0,230.0000000000000000,0,0,0,0,0,6.000000000000000000,577.0000000000000000,0,0,0,0,0,0,583.0000000000000000,0,0,0,0,10.00000000000000000,24.00000000000000000,185.0000000000000000,0,0,0,0,0,0,219.0000000000000000,0,0,0,0,10.00000000000000000,23.00000000000000000,142.0000000000000000,0,0,0,0,0,0,175.0000000000000000,0,0,0,0,28.00000000000000000,35.00000000000000000,281.0000000000000000,0,0,0,0,0,0,344.0000000000000000
F005999,國票期貨自營,0,0,11.00000000000000000,0,10.00000000000000000,7.000000000000000000,137.0000000000000000,0,0,0,0,0,0,165.0000000000000000,0,0,3.000000000000000000,0,15.00000000000000000,22.00000000000000000,433.0000000000000000,0,0,0,0,0,0,473.0000000000000000,0,0,0,0,3.000000000000000000,15.00000000000000000,99.0000000000000000,0,0,0,0,0,0,117.0000000000000000,0,0,12.00000000000000000,0,59.00000000000000000,72.00000000000000000,217.0000000000000000,0,0,0,0,0,0,360.0000000000000000,0,0,1.000000000000000000,0,0,29.00000000000000000,210.0000000000000000,0,0,0,0,0,0,240.0000000000000000,0,0,1.000000000000000000,0,17.00000000000000000,29.00000000000000000,460.0000000000000000,0,0,0,0,0,0,507.0000000000000000,0,0,0,0,3.000000000000000000,18.00000000000000000,253.0000000000000000,0,0,0,0,0,0,274.0000000000000000,0,0,0,0,7.000000000000000000,24.00000000000000000,404.0000000000000000,0,0,0,0,0,0,435.0000000000000000,0,0,0,0,11.00000000000000000,35.00000000000000000,313.0000000000000000,0,0,0,0,0,0,359.0000000000000000
S616000,中國信託證券,0,0,50.00000000000000000,0,8.000000000000000000,7.000000000000000000,250.0000000000000000,0,0,0,0,0,0,315.0000000000000000,0,0,114.0000000000000000,0,4.000000000000000000,4.000000000000000000,170.0000000000000000,0,0,0,0,9.000000000000000000,31.00000000000000000,332.0000000000000000,0,0,64.00000000000000000,0,4.000000000000000000,4.000000000000000000,157.0000000000000000,0,0,0,0,0,1.000000000000000000,230.0000000000000000,0,0,95.0000000000000000,0,9.000000000000000000,18.00000000000000000,285.0000000000000000,0,0,0,0,0,2.000000000000000000,409.0000000000000000,0,0,67.00000000000000000,0,7.000000000000000000,5.000000000000000000,249.0000000000000000,0,0,0,0,0,3.000000000000000000,331.0000000000000000,0,0,165.0000000000000000,0,4.000000000000000000,1.000000000000000000,268.0000000000000000,0,0,0,0,0,11.00000000000000000,449.0000000000000000,0,0,115.0000000000000000,0,17.00000000000000000,0,359.0000000000000000,0,0,0,0,2.000000000000000000,3.000000000000000000,496.0000000000000000,0,0,102.0000000000000000,0,11.00000000000000000,2.000000000000000000,367.0000000000000000,0,0,0,0,0,2.000000000000000000,484.0000000000000000,0,0,88.00000000000000000,0,11.00000000000000000,5.000000000000000000,245.0000000000000000,0,0,0,0,0,1.000000000000000000,350.0000000000000000
S551999,永豐金證券自營,0,0,0,0,3.000000000000000000,42.00000000000000000,93.0000000000000000,0,0,27.00000000000000000,0,0,70.00000000000000000,235.0000000000000000,0,0,20.00000000000000000,0,45.00000000000000000,66.00000000000000000,235.0000000000000000,0,0,61.00000000000000000,0,0,132.0000000000000000,559.0000000000000000,0,0,174.0000000000000000,0,57.00000000000000000,73.00000000000000000,293.0000000000000000,0,0,28.00000000000000000,0,0,6.000000000000000000,631.0000000000000000,0,0,172.0000000000000000,0,72.00000000000000000,26.00000000000000000,280.0000000000000000,0,0,66.00000000000000000,0,0,0,616.0000000000000000,0,0,196.0000000000000000,0,15.00000000000000000,41.00000000000000000,119.0000000000000000,0,0,27.00000000000000000,0,0,13.00000000000000000,411.0000000000000000,0,0,56.00000000000000000,0,31.00000000000000000,41.00000000000000000,313.0000000000000000,0,0,25.00000000000000000,0,0,6.000000000000000000,472.0000000000000000,0,0,4.000000000000000000,0,25.00000000000000000,69.00000000000000000,119.0000000000000000,0,0,11.00000000000000000,0,0,1.000000000000000000,229.0000000000000000,0,0,2.000000000000000000,0,6.000000000000000000,52.00000000000000000,208.0000000000000000,0,0,45.00000000000000000,0,0,47.00000000000000000,360.0000000000000000,0,0,20.00000000000000000,0,3.000000000000000000,68.00000000000000000,125.0000000000000000,0,0,25.00000000000000000,0,0,25.00000000000000000,266.0000000000000000
S109000,台灣工銀證券,0,0,158.0000000000000000,0,8.000000000000000000,17.00000000000000000,90.00000000000000000,0,0,0,0,0,0,273.0000000000000000,0,0,132.0000000000000000,0,28.00000000000000000,22.00000000000000000,113.0000000000000000,0,0,0,0,0,0,295.0000000000000000,0,0,134.0000000000000000,0,6.000000000000000000,31.00000000000000000,81.00000000000000000,0,0,0,0,0,0,252.0000000000000000,0,0,205.0000000000000000,0,35.00000000000000000,41.00000000000000000,153.0000000000000000,0,0,0,0,0,0,434.0000000000000000,0,0,208.0000000000000000,0,12.00000000000000000,14.00000000000000000,89.00000000000000000,0,0,0,0,0,0,323.0000000000000000,0,0,209.0000000000000000,0,5.000000000000000000,14.00000000000000000,158.0000000000000000,0,0,0,0,0,10.00000000000000000,396.0000000000000000,0,0,208.0000000000000000,0,35.00000000000000000,24.00000000000000000,67.00000000000000000,0,0,0,0,0,2.000000000000000000,336.0000000000000000,0,0,240.0000000000000000,0,49.00000000000000000,22.00000000000000000,136.0000000000000000,0,0,0,0,0,1.000000000000000000,448.0000000000000000,0,0,186.0000000000000000,0,28.00000000000000000,20.00000000000000000,108.0000000000000000,0,0,0,0,0,9.000000000000000000,351.0000000000000000
S157999,香港商法國興業證券,0,0,0,0,2.000000000000000000,2.000000000000000000,377.0000000000000000,0,0,30.00000000000000000,36.00000000000000000,56.00000000000000000,0,503.0000000000000000,0,0,0,0,2.000000000000000000,5.000000000000000000,119.0000000000000000,0,0,28.00000000000000000,16.00000000000000000,100.0000000000000000,0,270.0000000000000000,0,0,0,0,0,0,130.0000000000000000,0,0,29.00000000000000000,10.00000000000000000,228.0000000000000000,16.00000000000000000,413.0000000000000000,0,0,0,0,0,1.000000000000000000,86.00000000000000000,0,0,39.00000000000000000,36.00000000000000000,50.00000000000000000,0,212.0000000000000000,0,0,0,0,3.000000000000000000,0,138.0000000000000000,0,0,26.00000000000000000,30.00000000000000000,82.00000000000000000,0,279.0000000000000000,0,0,0,0,15.00000000000000000,0,154.0000000000000000,0,0,44.00000000000000000,32.00000000000000000,50.00000000000000000,0,295.0000000000000000,0,0,0,0,5.000000000000000000,0,95.0000000000000000,0,0,44.00000000000000000,21.00000000000000000,34.00000000000000000,0,199.0000000000000000,0,0,0,0,12.00000000000000000,0,160.0000000000000000,0,0,37.00000000000000000,58.00000000000000000,92.00000000000000000,0,359.0000000000000000,0,0,0,0,5.000000000000000000,1.000000000000000000,60.00000000000000000,0,0,57.00000000000000000,29.00000000000000000,66.00000000000000000,0,218.0000000000000000
S960999,富邦證券自營,0,0,0,0,107.0000000000000000,32.00000000000000000,111.0000000000000000,0,0,0,0,0,20.00000000000000000,270.0000000000000000,0,0,0,0,88.00000000000000000,36.00000000000000000,89.00000000000000000,0,0,0,0,0,34.00000000000000000,247.0000000000000000,0,0,0,0,48.00000000000000000,40.00000000000000000,56.00000000000000000,0,0,0,0,0,0,144.0000000000000000,0,0,0,0,58.00000000000000000,49.00000000000000000,80.00000000000000000,0,0,0,0,0,0,187.0000000000000000,0,0,0,0,62.00000000000000000,58.00000000000000000,109.0000000000000000,0,0,0,0,0,0,229.0000000000000000,0,0,0,0,69.00000000000000000,63.00000000000000000,104.0000000000000000,0,0,0,0,0,0,236.0000000000000000,0,0,0,0,69.00000000000000000,38.00000000000000000,67.00000000000000000,0,0,0,0,0,0,174.0000000000000000,0,0,0,0,144.0000000000000000,126.0000000000000000,124.0000000000000000,0,0,0,0,0,0,394.0000000000000000,0,0,0,0,149.0000000000000000,46.00000000000000000,86.00000000000000000,0,0,0,0,0,2.000000000000000000,283.0000000000000000
S153000,港商德意志台北分公司,0,0,0,0,0,0,114.0000000000000000,0,0,0,0,0,0,114.0000000000000000,0,0,0,0,0,0,120.0000000000000000,0,0,0,0,0,0,120.0000000000000000,0,0,0,0,0,0,75.00000000000000000,0,0,0,0,0,0,75.00000000000000000,0,0,0,0,0,0,412.0000000000000000,0,0,0,0,0,0,412.0000000000000000,0,0,0,0,0,100.0000000000000000,454.0000000000000000,0,0,0,0,0,0,554.0000000000000000,0,0,0,0,0,300.0000000000000000,144.0000000000000000,0,0,0,0,0,0,444.0000000000000000,0,0,0,0,0,104.0000000000000000,66.00000000000000000,0,0,0,0,0,0,170.0000000000000000,0,0,0,0,0,200.0000000000000000,117.0000000000000000,0,0,0,0,0,0,317.0000000000000000,0,0,0,0,0,28.00000000000000000,207.0000000000000000,0,0,0,0,0,0,235.0000000000000000
S645000,永全證券,0,0,73.00000000000000000,0,6.000000000000000000,2.000000000000000000,103.0000000000000000,0,0,0,0,0,0,184.0000000000000000,0,0,56.00000000000000000,0,19.00000000000000000,2.000000000000000000,102.0000000000000000,0,0,0,0,0,0,179.0000000000000000,0,0,30.00000000000000000,0,2.000000000000000000,1.000000000000000000,87.00000000000000000,0,0,0,0,0,0,120.0000000000000000,0,0,38.00000000000000000,0,0,4.000000000000000000,103.0000000000000000,0,0,0,0,0,0,145.0000000000000000,0,0,24.00000000000000000,0,9.000000000000000000,5.000000000000000000,42.00000000000000000,0,0,0,0,0,0,80.00000000000000000,0,0,117.0000000000000000,0,4.000000000000000000,9.000000000000000000,86.00000000000000000,0,0,0,0,0,0,216.0000000000000000,0,0,79.00000000000000000,0,6.000000000000000000,5.000000000000000000,132.0000000000000000,0,0,0,0,0,0,222.0000000000000000,0,0,46.00000000000000000,0,9.000000000000000000,6.000000000000000000,157.0000000000000000,0,0,0,0,0,0,218.0000000000000000,0,0,80.00000000000000000,0,4.000000000000000000,4.000000000000000000,109.0000000000000000,0,0,0,0,0,0,197.0000000000000000
S165000,新加坡商瑞銀證券,0,0,0,0,0,0,100.0000000000000000,0,0,0,0,0,0,100.0000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.00000000000000000,0,0,0,0,0,0,0,0,22.00000000000000000,0,0,0,0,0,0,329.0000000000000000,0,0,0,0,0,0,329.0000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
